id,organizer_id,name,date,city,country,genre,format,link,description,address,reg_start,reg_end
0a89b73f-6a73-41b8-940c-4dd3fe48c30a,c5940a71-5b81-4e0e-a040-76d2febc3cbf,Warrior Blood Internacional,1/17/2024,Krasnyye Barrikady,Russia,"[""Breaking""]","[""1 vs 1"",""Crew Battle"",""2 vs 2""]",http://archive.org/ante.jpg?montes=vestibulum&nascetur=aliquet&ridiculus=ultrices&mus=erat&etiam=tortor&vel=sollicitudin&augue=mi&vestibulum=sit&rutrum=amet&rutrum=lobortis&neque=sapien&aenean=sapien&auctor=non&gravida=mi&sem=integer&praesent=ac&id=neque&massa=duis&id=bibendum&nisl=morbi&venenatis=non&lacinia=quam&aenean=nec&sit=dui&amet=luctus&justo=rutrum&morbi=nulla&ut=tellus&odio=in&cras=sagittis&mi=dui&pede=vel&malesuada=nisl&in=duis&imperdiet=ac&et=nibh&commodo=fusce&vulputate=lacus&justo=purus,Aliquam sit amet diam in magna bibendum imperdiet.,24 Ridge Oak Lane,12/6/2022,7/4/2023
7e16be83-441a-4c28-896f-9a891ed85a3f,5aad278b-9b31-45ec-93e6-6ddc87071eb6,Tarolas De Batalla 2023,2/7/2024,Huangben,China,"[""Popping"",""Wacking"",""Locking""]","[""1 vs 1"",""2 vs 2"",""3 vs 3"",""Crew Battle""]",https://w3.org/sed/ante/vivamus/tortor/duis.aspx?aliquam=quis&augue=augue&quam=luctus&sollicitudin=tincidunt&vitae=nulla&consectetuer=mollis&eget=molestie&rutrum=lorem&at=quisque&lorem=ut&integer=erat&tincidunt=curabitur&ante=gravida&vel=nisi&ipsum=at&praesent=nibh&blandit=in&lacinia=hac&erat=habitasse&vestibulum=platea&sed=dictumst&magna=aliquam&at=augue&nunc=quam&commodo=sollicitudin&placerat=vitae&praesent=consectetuer&blandit=eget&nam=rutrum&nulla=at&integer=lorem&pede=integer&justo=tincidunt&lacinia=ante&eget=vel&tincidunt=ipsum&eget=praesent&tempus=blandit&vel=lacinia&pede=erat&morbi=vestibulum&porttitor=sed&lorem=magna&id=at&ligula=nunc&suspendisse=commodo&ornare=placerat&consequat=praesent&lectus=blandit&in=nam&est=nulla&risus=integer&auctor=pede&sed=justo&tristique=lacinia&in=eget&tempus=tincidunt&sit=eget&amet=tempus&sem=vel&fusce=pede&consequat=morbi&nulla=porttitor&nisl=lorem&nunc=id&nisl=ligula&duis=suspendisse&bibendum=ornare&felis=consequat&sed=lectus&interdum=in&venenatis=est&turpis=risus&enim=auctor&blandit=sed&mi=tristique,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.",18925 Dennis Terrace,2/27/2023,5/28/2024
4251bbbb-a221-4979-bf66-91132401c564,02294b3c-dfb2-45ae-ba55-a56f3880c242,Diciembreak - Vol. 4,12/4/2023,Чучер - Сандево,Macedonia,"[""Popping"",""Crump"",""Breaking""]","[""Crew Battle"",""1 vs 1"",""2 vs 2"",""3 vs 3""]",https://indiatimes.com/nec/sem/duis/aliquam/convallis.jpg?luctus=elit&ultricies=proin&eu=interdum&nibh=mauris&quisque=non&id=ligula&justo=pellentesque&sit=ultrices&amet=phasellus,Duis aliquam convallis nunc.,2 Sommers Street,7/6/2023,10/30/2023
92bfdb10-2096-4e50-b36b-e0e0f403d864,36814c28-9abf-496f-9bab-241544a455cc,Wintersparks Jam 2023,3/5/2024,Dukuhbadag,Indonesia,"[""Popping"",""Breaking""]","[""2 vs 2"",""1 vs 1""]",https://comcast.net/sapien/non/mi/integer/ac.aspx?faucibus=eget&accumsan=rutrum&odio=at&curabitur=lorem&convallis=integer&duis=tincidunt&consequat=ante&dui=vel&nec=ipsum&nisi=praesent&volutpat=blandit&eleifend=lacinia&donec=erat&ut=vestibulum&dolor=sed&morbi=magna&vel=at&lectus=nunc&in=commodo&quam=placerat&fringilla=praesent&rhoncus=blandit&mauris=nam&enim=nulla&leo=integer&rhoncus=pede&sed=justo&vestibulum=lacinia&sit=eget&amet=tincidunt&cursus=eget&id=tempus&turpis=vel&integer=pede&aliquet=morbi&massa=porttitor&id=lorem&lobortis=id&convallis=ligula&tortor=suspendisse&risus=ornare&dapibus=consequat&augue=lectus&vel=in&accumsan=est&tellus=risus&nisi=auctor&eu=sed,Maecenas tincidunt lacus at velit.,86060 Springs Terrace,2/1/2023,1/16/2023
11a33cec-8125-4560-9390-b017c7009376,47373ba4-061b-4022-9404-c333ea12a8eb,Funky Rockerz Move 3,4/16/2024,Kyriáki,Greece,"[""Wacking"",""Crump"",""Popping""]","[""3 vs 3"",""2 vs 2"",""1 vs 1""]",https://blog.com/hac/habitasse/platea.html?eget=justo&massa=pellentesque&tempor=viverra&convallis=pede&nulla=ac&neque=diam&libero=cras&convallis=pellentesque&eget=volutpat&eleifend=dui&luctus=maecenas&ultricies=tristique&eu=est&nibh=et&quisque=tempus&id=semper&justo=est&sit=quam&amet=pharetra&sapien=magna&dignissim=ac&vestibulum=consequat&vestibulum=metus&ante=sapien&ipsum=ut&primis=nunc&in=vestibulum&faucibus=ante&orci=ipsum&luctus=primis&et=in&ultrices=faucibus&posuere=orci&cubilia=luctus&curae=et&nulla=ultrices&dapibus=posuere&dolor=cubilia&vel=curae&est=mauris&donec=viverra&odio=diam&justo=vitae&sollicitudin=quam&ut=suspendisse&suscipit=potenti&a=nullam&feugiat=porttitor&et=lacus&eros=at&vestibulum=turpis&ac=donec&est=posuere&lacinia=metus&nisi=vitae&venenatis=ipsum&tristique=aliquam&fusce=non,Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.,137 Eagan Way,12/26/2023,4/28/2024
fef851ba-6319-42ef-92cb-610157ffcc9e,f3fae84d-feb3-4b68-b980-48819eed9711,Last One Standing,1/3/2024,Hecheng,China,"[""Locking""]","[""1 vs 1""]",https://sakura.ne.jp/et/eros.jpg?in=condimentum&sagittis=id&dui=luctus&vel=nec&nisl=molestie&duis=sed&ac=justo&nibh=pellentesque,Ut at dolor quis odio consequat varius.,15 Mandrake Circle,1/29/2023,6/28/2023
1c5e9909-e3a2-4ab1-9ce0-feb1da024635,7da74c6b-b4f6-43dd-a546-8d183fefc101,Ground Killaz,2/23/2024,Krajan Satu,Indonesia,"[""Wacking"",""Breaking"",""Popping""]","[""Crew Battle"",""3 vs 3""]",http://hc360.com/vestibulum/quam/sapien/varius/ut.xml?faucibus=purus&orci=eu&luctus=magna&et=vulputate&ultrices=luctus&posuere=cum&cubilia=sociis&curae=natoque&duis=penatibus&faucibus=et&accumsan=magnis&odio=dis&curabitur=parturient&convallis=montes&duis=nascetur&consequat=ridiculus&dui=mus&nec=vivamus&nisi=vestibulum&volutpat=sagittis&eleifend=sapien&donec=cum&ut=sociis&dolor=natoque&morbi=penatibus&vel=et&lectus=magnis&in=dis&quam=parturient&fringilla=montes&rhoncus=nascetur&mauris=ridiculus&enim=mus&leo=etiam&rhoncus=vel&sed=augue&vestibulum=vestibulum&sit=rutrum&amet=rutrum,Phasellus sit amet erat. Nulla tempus.,366 Carey Junction,5/22/2023,9/16/2023
60d4ae8b-eeb6-4c3a-b07a-3fd53a2af379,5e3e9b1e-83f4-4286-b2de-4a6ecec67006,Just@Battle ,3/12/2024,Quanzhou,China,"[""Crump"",""Popping"",""Locking"",""Breaking""]","[""Crew Battle"",""1 vs 1"",""3 vs 3""]",https://wordpress.org/fusce/consequat.jpg?donec=pede&odio=libero&justo=quis&sollicitudin=orci&ut=nullam&suscipit=molestie&a=nibh&feugiat=in&et=lectus&eros=pellentesque&vestibulum=at&ac=nulla&est=suspendisse&lacinia=potenti&nisi=cras&venenatis=in&tristique=purus&fusce=eu&congue=magna&diam=vulputate&id=luctus&ornare=cum&imperdiet=sociis&sapien=natoque&urna=penatibus&pretium=et&nisl=magnis&ut=dis&volutpat=parturient&sapien=montes&arcu=nascetur&sed=ridiculus&augue=mus&aliquam=vivamus&erat=vestibulum&volutpat=sagittis&in=sapien&congue=cum&etiam=sociis&justo=natoque&etiam=penatibus&pretium=et&iaculis=magnis&justo=dis&in=parturient&hac=montes&habitasse=nascetur&platea=ridiculus&dictumst=mus&etiam=etiam&faucibus=vel&cursus=augue&urna=vestibulum&ut=rutrum&tellus=rutrum&nulla=neque&ut=aenean&erat=auctor&id=gravida&mauris=sem&vulputate=praesent&elementum=id&nullam=massa&varius=id&nulla=nisl&facilisi=venenatis&cras=lacinia&non=aenean&velit=sit&nec=amet&nisi=justo&vulputate=morbi&nonummy=ut&maecenas=odio&tincidunt=cras&lacus=mi&at=pede&velit=malesuada&vivamus=in&vel=imperdiet&nulla=et&eget=commodo&eros=vulputate&elementum=justo&pellentesque=in&quisque=blandit&porta=ultrices&volutpat=enim&erat=lorem&quisque=ipsum&erat=dolor&eros=sit&viverra=amet&eget=consectetuer&congue=adipiscing&eget=elit&semper=proin&rutrum=interdum&nulla=mauris&nunc=non,Etiam justo.,18 Northridge Avenue,9/16/2023,5/10/2023
ff7b410b-883e-4e90-8c0a-5a74c484c8c2,90ebf5ee-beef-4002-ae23-00365513fec2,Rom Bak 2023,2/20/2024,Loei,Thailand,"[""Breaking"",""Locking"",""Wacking"",""Popping""]","[""Crew Battle"",""3 vs 3"",""1 vs 1"",""2 vs 2""]",http://sitemeter.com/ut/volutpat/sapien/arcu/sed/augue.jpg?eleifend=risus&luctus=dapibus&ultricies=augue&eu=vel&nibh=accumsan&quisque=tellus&id=nisi&justo=eu&sit=orci&amet=mauris&sapien=lacinia&dignissim=sapien&vestibulum=quis&vestibulum=libero&ante=nullam&ipsum=sit&primis=amet&in=turpis&faucibus=elementum&orci=ligula&luctus=vehicula&et=consequat&ultrices=morbi&posuere=a&cubilia=ipsum&curae=integer&nulla=a&dapibus=nibh&dolor=in&vel=quis&est=justo&donec=maecenas&odio=rhoncus&justo=aliquam&sollicitudin=lacus&ut=morbi&suscipit=quis&a=tortor&feugiat=id&et=nulla&eros=ultrices&vestibulum=aliquet&ac=maecenas&est=leo&lacinia=odio&nisi=condimentum&venenatis=id&tristique=luctus&fusce=nec&congue=molestie&diam=sed&id=justo&ornare=pellentesque&imperdiet=viverra&sapien=pede&urna=ac&pretium=diam&nisl=cras&ut=pellentesque&volutpat=volutpat&sapien=dui,"Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis. Fusce posuere felis sed lacus.",48 Kenwood Court,2/4/2023,9/12/2023
efaddb27-9edf-4fdc-b566-e6c7637f6331,6252309a-67a6-4257-832c-5cea5ef79d15,WDSF BfG World Series 2023,1/28/2024,Kamphaeng Phet,Thailand,"[""Locking""]","[""3 vs 3"",""2 vs 2""]",https://cbc.ca/consectetuer/eget.xml?duis=sed&aliquam=lacus&convallis=morbi&nunc=sem&proin=mauris&at=laoreet&turpis=ut&a=rhoncus&pede=aliquet&posuere=pulvinar&nonummy=sed&integer=nisl&non=nunc&velit=rhoncus&donec=dui&diam=vel&neque=sem&vestibulum=sed&eget=sagittis&vulputate=nam&ut=congue&ultrices=risus&vel=semper&augue=porta&vestibulum=volutpat&ante=quam&ipsum=pede&primis=lobortis&in=ligula&faucibus=sit&orci=amet&luctus=eleifend&et=pede&ultrices=libero&posuere=quis&cubilia=orci&curae=nullam&donec=molestie&pharetra=nibh&magna=in&vestibulum=lectus&aliquet=pellentesque&ultrices=at&erat=nulla&tortor=suspendisse&sollicitudin=potenti&mi=cras&sit=in&amet=purus&lobortis=eu&sapien=magna&sapien=vulputate&non=luctus&mi=cum&integer=sociis&ac=natoque&neque=penatibus&duis=et&bibendum=magnis&morbi=dis&non=parturient&quam=montes&nec=nascetur&dui=ridiculus&luctus=mus&rutrum=vivamus&nulla=vestibulum&tellus=sagittis&in=sapien&sagittis=cum&dui=sociis&vel=natoque&nisl=penatibus&duis=et&ac=magnis&nibh=dis&fusce=parturient&lacus=montes&purus=nascetur&aliquet=ridiculus&at=mus&feugiat=etiam&non=vel&pretium=augue&quis=vestibulum&lectus=rutrum&suspendisse=rutrum&potenti=neque&in=aenean&eleifend=auctor&quam=gravida&a=sem,Suspendisse potenti. In eleifend quam a odio.,3898 Forest Run Court,5/6/2023,6/22/2023
e83bbc4e-0281-4919-952b-b88467b5165b,505a2a20-c7b2-48f6-bb7b-91c167a2596a,Battle Merry Christmas,1/13/2024,Lianghekou,China,"[""Breaking"",""Crump"",""Popping""]","[""Crew Battle"",""1 vs 1"",""2 vs 2"",""3 vs 3""]",http://slashdot.org/nibh/in/quis/justo.js?quisque=sit&ut=amet&erat=sem&curabitur=fusce&gravida=consequat&nisi=nulla&at=nisl&nibh=nunc&in=nisl&hac=duis&habitasse=bibendum&platea=felis&dictumst=sed&aliquam=interdum&augue=venenatis&quam=turpis&sollicitudin=enim&vitae=blandit&consectetuer=mi&eget=in&rutrum=porttitor&at=pede&lorem=justo&integer=eu&tincidunt=massa&ante=donec&vel=dapibus&ipsum=duis&praesent=at&blandit=velit&lacinia=eu&erat=est&vestibulum=congue&sed=elementum&magna=in&at=hac&nunc=habitasse&commodo=platea&placerat=dictumst&praesent=morbi&blandit=vestibulum&nam=velit&nulla=id&integer=pretium&pede=iaculis&justo=diam,Nulla justo. Aliquam quis turpis eget elit sodales scelerisque.,948 Daystar Street,1/25/2023,8/1/2023
f7d20dfc-5e55-400e-a7d3-2e2e74b5e2ed,f66ae0c7-679f-4951-a9fd-4d294f95b85d,Richebourg Battle de Noel,12/18/2023,Beroroha,Madagascar,"[""Crump"",""Popping"",""Wacking"",""Locking"",""Breaking""]","[""2 vs 2"",""1 vs 1""]",https://stumbleupon.com/in/sagittis/dui/vel/nisl/duis.jpg?eleifend=curae&pede=mauris&libero=viverra&quis=diam&orci=vitae&nullam=quam&molestie=suspendisse&nibh=potenti&in=nullam&lectus=porttitor&pellentesque=lacus&at=at&nulla=turpis&suspendisse=donec&potenti=posuere&cras=metus&in=vitae&purus=ipsum&eu=aliquam&magna=non&vulputate=mauris&luctus=morbi&cum=non&sociis=lectus&natoque=aliquam&penatibus=sit&et=amet&magnis=diam&dis=in&parturient=magna&montes=bibendum&nascetur=imperdiet&ridiculus=nullam&mus=orci&vivamus=pede&vestibulum=venenatis&sagittis=non&sapien=sodales&cum=sed&sociis=tincidunt&natoque=eu&penatibus=felis&et=fusce&magnis=posuere&dis=felis&parturient=sed&montes=lacus&nascetur=morbi&ridiculus=sem&mus=mauris&etiam=laoreet&vel=ut&augue=rhoncus&vestibulum=aliquet&rutrum=pulvinar&rutrum=sed&neque=nisl&aenean=nunc&auctor=rhoncus&gravida=dui&sem=vel&praesent=sem&id=sed&massa=sagittis&id=nam&nisl=congue&venenatis=risus&lacinia=semper,"Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",6841 Service Way,12/24/2022,2/17/2024
